"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
522,"宅地(土地)","住宅地","01224","北海道","千歳市","幸福","千歳(北海道)","30分?60分",16000000,"80000","","650",24000,"長方形","38.5","","","","","住宅","北東","市道",8.0,"第１種住居地域",60,200,"2019年第３四半期","",""
523,"宅地(土地)","住宅地","01224","北海道","千歳市","幸福","千歳(北海道)","30分?60分",5200000,"80000","","220",24000,"長方形","12.8","","","","","住宅","北東","市道",8.0,"第１種住居地域",60,200,"2019年第３四半期","",""
524,"宅地(土地)","住宅地","01224","北海道","千歳市","幸福","千歳(北海道)","30分?60分",5200000,"80000","","220",24000,"長方形","13.0","","","","","住宅","北東","市道",8.0,"第１種住居地域",60,200,"2019年第３四半期","",""
525,"宅地(土地)","住宅地","01224","北海道","千歳市","幸福","千歳(北海道)","30分?60分",6100000,"80000","","250",24000,"長方形","15.0","","","","","","北東","市道",8.0,"第１種住居地域",60,200,"2019年第３四半期","",""
526,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","幸福","千歳(北海道)","30分?60分",35000000,"","","220",,"長方形","13.0","105","令和2年","木造","住宅","住宅","北東","市道",8.0,"第１種住居地域",60,200,"2019年第３四半期","",""
527,"宅地(土地)","住宅地","01224","北海道","千歳市","幸福","千歳(北海道)","30分?60分",6700000,"99000","","220",30000,"長方形","13.0","","","","","住宅","南西","市道",8.0,"準工業地域",60,200,"2019年第３四半期","",""
528,"林地","","01224","北海道","千歳市","泉沢","","",90000000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"2010年第３四半期","",""
529,"宅地(土地)","住宅地","01224","北海道","千歳市","幸福","千歳(北海道)","30分?60分",8400000,"95000","","290",29000,"ほぼ正方形","15.0","","","","","住宅","北東","市道",8.0,"第１種住居地域",60,200,"2019年第３四半期","",""
530,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","文京","千歳(北海道)","1H30?2H",13000000,"","","260",,"長方形","14.0","125","平成9年","木造","住宅","住宅","北","市道",9.0,"第１種低層住居専用地域",40,60,"2014年第４四半期","",""
531,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","幸福","千歳(北海道)","30分?60分",35000000,"","","230",,"長方形","13.7","100","令和2年","木造","住宅","住宅","北西","市道",8.0,"第１種住居地域",60,200,"2019年第３四半期","",""
532,"宅地(土地)","住宅地","01224","北海道","千歳市","文京","千歳(北海道)","1H30?2H",6400000,"64000","","330",19000,"ほぼ長方形","17.0","","","","","住宅","東","市道",16.0,"第１種住居地域",60,200,"2014年第３四半期","",""
533,"宅地(土地)","住宅地","01224","北海道","千歳市","幸福","千歳(北海道)","30分?60分",6500000,"100000","","220",30000,"長方形","12.8","","","","","住宅","南西","市道",8.0,"準工業地域",60,200,"2019年第２四半期","",""
534,"宅地(土地)","住宅地","01224","北海道","千歳市","幸福","千歳(北海道)","30分?60分",8900000,"90000","","330",27000,"ほぼ長方形","14.5","","","","","住宅","南東","市道",8.0,"第１種住居地域",60,200,"2019年第２四半期","",""
535,"宅地(土地)","住宅地","01224","北海道","千歳市","幸福","千歳(北海道)","30分?60分",5200000,"80000","","220",24000,"長方形","12.8","","","","","住宅","北東","市道",8.0,"第１種住居地域",60,200,"2019年第２四半期","",""
536,"宅地(土地)","住宅地","01224","北海道","千歳市","幸福","千歳(北海道)","30分?60分",8900000,"90000","","330",27000,"ほぼ長方形","14.5","","","","","住宅","南東","市道",8.0,"第１種住居地域",60,200,"2019年第１四半期","",""
537,"宅地(土地)","住宅地","01224","北海道","千歳市","幸福","千歳(北海道)","30分?60分",5200000,"80000","","220",24000,"長方形","13.0","","","","","住宅","北東","市道",8.0,"第１種住居地域",60,200,"2019年第１四半期","",""
538,"宅地(土地)","住宅地","01224","北海道","千歳市","幸福","千歳(北海道)","30分?60分",6500000,"100000","","220",30000,"長方形","12.8","","","","","住宅","南西","市道",8.0,"第１種住居地域",60,200,"2019年第１四半期","",""
539,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","幸福","千歳(北海道)","30分?60分",18000000,"","","220",,"長方形","13.0","130","平成13年","ＲＣ","住宅","住宅","南西","市道",8.0,"第１種住居地域",60,200,"2018年第１四半期","",""
540,"宅地(土地)","住宅地","01224","北海道","千歳市","幸福","千歳(北海道)","30分?60分",5200000,"80000","","220",24000,"長方形","13.0","","","","","住宅","北東","市道",8.0,"第１種住居地域",60,200,"2018年第１四半期","",""
541,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","幸福","千歳(北海道)","30分?60分",30000000,"","","220",,"長方形","12.8","115","平成30年","","","住宅","南西","市道",8.0,"第１種住居地域",60,200,"2018年第１四半期","",""
542,"宅地(土地)","住宅地","01224","北海道","千歳市","稲穂","千歳(北海道)","21",7500000,"110000","","230",32000,"長方形","14.0","","","","","","北西","市道",8.0,"第１種住居地域",60,200,"2010年第４四半期","",""
543,"宅地(土地)","住宅地","01224","北海道","千歳市","幸福","千歳(北海道)","30分?60分",8300000,"80000","","340",24000,"長方形","20.5","","","","","住宅","北東","市道",8.0,"準工業地域",60,200,"2017年第３四半期","",""
544,"宅地(土地)","住宅地","01224","北海道","千歳市","稲穂","千歳(北海道)","21",8500000,"120000","","240",35000,"ほぼ長方形","12.8","","","","","","北西","市道",8.0,"第１種住居地域",60,200,"2010年第４四半期","",""
545,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","稲穂","千歳(北海道)","18",9400000,"","","175",,"長方形","9.2","75","昭和62年","木造","住宅","","北東","市道",8.0,"第１種住居地域",60,200,"2010年第３四半期","",""
546,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","幸福","千歳(北海道)","30分?60分",23000000,"","","220",,"長方形","12.8","","","","","","北東","市道",8.0,"第１種住居地域",60,200,"2017年第２四半期","",""
547,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","稲穂","千歳(北海道)","22",11000000,"","","390",,"ほぼ整形","23.8","150","平成9年","木造","事務所","","北西","市道",18.0,"第１種住居地域",60,200,"2010年第３四半期","","調停・競売等"
548,"宅地(土地)","住宅地","01224","北海道","千歳市","幸福","千歳(北海道)","30分?60分",7100000,"100000","","230",30000,"長方形","13.8","","","","","住宅","南西","市道",12.0,"第１種住居地域",60,200,"2017年第２四半期","",""
549,"宅地(土地)","住宅地","01224","北海道","千歳市","幸福","千歳(北海道)","30分?60分",5000000,"77000","","220",23000,"長方形","13.0","","","","","住宅","北東","市道",7.8,"第１種住居地域",60,200,"2016年第４四半期","",""
550,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","稲穂","千歳(北海道)","17",7500000,"","","230",,"長方形","12.3","85","昭和61年","木造","住宅","","南西","市道",8.0,"第１種住居地域",60,200,"2010年第３四半期","",""
551,"宅地(土地)","住宅地","01224","北海道","千歳市","幸福","千歳(北海道)","30分?60分",5600000,"80000","","230",24000,"長方形","14.0","","","","","住宅","北東","市道",8.0,"第１種住居地域",60,200,"2016年第２四半期","",""
552,"宅地(土地)","住宅地","01224","北海道","千歳市","稲穂","千歳(北海道)","18",15000000,"100000","","480",31000,"長方形","39.8","","","","","","南東","国道",,"第１種住居地域",60,200,"2010年第２四半期","",""
553,"宅地(土地)","住宅地","01224","北海道","千歳市","稲穂","千歳(北海道)","16",7400000,"110000","","220",33000,"長方形","","","","","","","北東","市道",7.8,"第１種住居地域",60,200,"2010年第２四半期","",""
554,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","寿","千歳(北海道)","30分?60分",25000000,"","","150",,"ほぼ長方形","7.8","110","令和2年","木造","住宅","住宅","南東","市道",8.0,"準工業地域",60,200,"2021年第３四半期","",""
555,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","稲穂","千歳(北海道)","21",23000000,"","","300",,"ほぼ正方形","17.5","145","平成19年","木造","住宅","","北西","市道",12.0,"第１種住居地域",60,200,"2010年第１四半期","","私道を含む取引"
556,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","寿","千歳(北海道)","30分?60分",6400000,"","","270",,"ほぼ正方形","16.8","105","昭和52年","木造","住宅","住宅","南東","市道",8.0,"準工業地域",60,200,"2021年第２四半期","",""
557,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","寿","千歳(北海道)","30分?60分",6500000,"","","250",,"ほぼ正方形","13.7","110","昭和47年","木造","住宅","","南西","市道",10.0,"準工業地域",60,200,"2021年第１四半期","",""
558,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","稲穂","千歳(北海道)","22",17000000,"","","230",,"ほぼ長方形","13.9","140","平成4年","木造","住宅","","北東","市道",19.0,"第１種住居地域",60,200,"2010年第１四半期","",""
559,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","寿","千歳(北海道)","30分?60分",9000000,"","","300",,"長方形","15.0","195","昭和54年","木造","住宅","住宅","北東","市道",8.0,"準工業地域",60,200,"2020年第４四半期","",""
560,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","寿","千歳(北海道)","30分?60分",14000000,"","","300",,"ほぼ長方形","19.0","125","平成9年","木造","住宅","住宅","南西","市道",8.0,"準工業地域",60,200,"2020年第３四半期","",""
561,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","寿","千歳(北海道)","30分?60分",29000000,"","","260",,"長方形","15.0","105","令和2年","木造","住宅","住宅","南","市道",22.0,"準工業地域",60,200,"2020年第１四半期","",""
562,"宅地(土地)","住宅地","01224","北海道","千歳市","梅ケ丘","千歳(北海道)","30分?60分",6700000,"100000","","220",30000,"長方形","12.5","","","","","","北西","市道",8.0,"準工業地域",60,200,"2010年第３四半期","",""
563,"宅地(土地)","住宅地","01224","北海道","千歳市","寿","千歳(北海道)","30分?60分",7000000,"66000","","350",20000,"長方形","17.5","","","","","住宅","北東","市道",8.0,"準工業地域",60,200,"2019年第３四半期","",""
564,"宅地(土地)","住宅地","01224","北海道","千歳市","梅ケ丘","千歳(北海道)","30分?60分",7000000,"90000","","260",27000,"ほぼ台形","10.0","","","","","","北西","市道",8.0,"準工業地域",60,200,"2010年第３四半期","",""
565,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","寿","千歳(北海道)","30分?60分",27000000,"","","220",,"長方形","11.0","110","平成31年","","","住宅","南東","市道",8.0,"準工業地域",60,200,"2019年第３四半期","",""
566,"宅地(土地)","住宅地","01224","北海道","千歳市","寿","千歳(北海道)","30分?60分",7200000,"80000","","300",24000,"長方形","15.8","","","","","住宅","南東","市道",8.0,"準工業地域",60,200,"2019年第２四半期","",""
567,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","梅ケ丘","千歳(北海道)","30分?60分",16000000,"","","200",,"ほぼ長方形","11.5","110","平成6年","木造","住宅","","北","市道",8.0,"準工業地域",60,200,"2010年第１四半期","",""
568,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","梅ケ丘","千歳(北海道)","30分?60分",21000000,"","","220",,"ほぼ長方形","12.5","","","木造","住宅","","南東","市道",8.0,"準工業地域",60,200,"2010年第１四半期","",""
569,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","寿","千歳(北海道)","30分?60分",5300000,"","","230",,"長方形","17.0","75","昭和52年","木造","住宅","住宅","南東","市道",8.0,"準工業地域",60,200,"2018年第４四半期","",""
570,"宅地(土地)","住宅地","01224","北海道","千歳市","寿","千歳(北海道)","30分?60分",4100000,"51000","","260",15000,"ほぼ長方形","13.5","","","","","","東","市道",8.0,"準工業地域",60,200,"2018年第４四半期","",""
571,"宅地(土地)","住宅地","01224","北海道","千歳市","寿","千歳(北海道)","30分?60分",20000000,"57000","","1200",17000,"長方形","","","","","","住宅","西","市道",25.0,"準工業地域",60,200,"2018年第４四半期","",""
572,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","寿","千歳(北海道)","30分?60分",5000000,"","","175",,"長方形","10.2","90","昭和61年","木造","住宅","","北西","市道",8.0,"準工業地域",60,200,"2018年第３四半期","",""
573,"宅地(土地)","住宅地","01224","北海道","千歳市","北栄","千歳(北海道)","11",26000000,"150000","","550",46000,"ほぼ長方形","23.6","","","","","事務所","南東","市道",8.0,"準住居地域",60,200,"2014年第４四半期","",""
574,"宅地(土地)","住宅地","01224","北海道","千歳市","寿","千歳(北海道)","30分?60分",4200000,"64000","","220",19000,"ほぼ長方形","10.8","","","","","住宅","北西","市道",8.0,"準工業地域",60,200,"2018年第２四半期","",""
575,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","北栄","千歳(北海道)","16",26000000,"","","185",,"ほぼ整形","10.5","105","平成27年","木造","住宅","住宅","北西","市道",7.0,"第１種中高層住居専用地域",60,200,"2014年第４四半期","",""
576,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","寿","千歳(北海道)","30分?60分",31000000,"","","530",,"ほぼ長方形","28.0","220","平成4年","木造","住宅","事務所","北西","市道",12.0,"準工業地域",60,200,"2017年第４四半期","",""
577,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","北栄","千歳(北海道)","13",73000000,"","","400",,"長方形","18.0","440","平成26年","木造","共同住宅","","南東","市道",11.0,"第１種中高層住居専用地域",60,200,"2014年第１四半期","",""
578,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","寿","千歳(北海道)","30分?60分",35000000,"","","260",,"長方形","15.0","115","平成30年","木造","住宅","住宅","南東","市道",6.0,"準工業地域",60,200,"2017年第２四半期","",""
579,"宅地(土地)","住宅地","01224","北海道","千歳市","北栄","千歳(北海道)","18",7000000,"100000","","220",31000,"長方形","11.0","","","","","","南東","市道",7.0,"第１種中高層住居専用地域",60,200,"2014年第１四半期","",""
580,"宅地(土地)","住宅地","01224","北海道","千歳市","寿","千歳(北海道)","30分?60分",7000000,"77000","","300",23000,"正方形","18.0","","","","","住宅","南東","市道",8.0,"準工業地域",60,200,"2016年第３四半期","",""
581,"宅地(土地)","住宅地","01224","北海道","千歳市","寿","千歳(北海道)","30分?60分",5100000,"93000","","180",28000,"ほぼ長方形","13.0","","","","","住宅","南","市道",11.0,"準工業地域",60,200,"2016年第３四半期","",""
582,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","北斗","長都","30分?60分",16000000,"","","220",,"長方形","11.0","210","昭和64年","木造","共同住宅","","北東","市道",8.0,"第２種中高層住居専用地域",60,200,"2014年第１四半期","",""
583,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","寿","千歳(北海道)","30分?60分",13000000,"","","260",,"長方形","14.0","105","昭和56年","木造","住宅","事務所","北西","市道",8.0,"準工業地域",60,200,"2016年第２四半期","",""
584,"宅地(土地)","住宅地","01224","北海道","千歳市","寿","千歳(北海道)","30分?60分",4800000,"81000","","195",24000,"ほぼ長方形","17.0","","","","","住宅","南東","市道",22.0,"準工業地域",60,200,"2016年第２四半期","",""
585,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","寿","千歳(北海道)","30分?60分",20000000,"","","310",,"台形","19.5","240","平成16年","軽量鉄骨造","共同住宅","住宅","南東","市道",22.0,"準工業地域",60,200,"2016年第１四半期","",""
586,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","駒里","南千歳","1H30?2H",13000000,"","","390",,"ほぼ長方形","21.5","95","平成19年","木造","住宅","","南西","市道",6.0,"市街化調整区域",60,200,"2021年第２四半期","",""
587,"農地","","01224","北海道","千歳市","駒里","","",1800000,"","","2300",,"","","","","","","","","",,"",,,"2021年第２四半期","",""
588,"宅地(土地)","住宅地","01224","北海道","千歳市","長都","長都","21",6500000,"94000","","230",28000,"ほぼ長方形","","","","","","","南東","市道",21.0,"第２種中高層住居専用地域",60,200,"2010年第４四半期","",""
589,"農地","","01224","北海道","千歳市","駒里","","",1500000,"","","3300",,"","","","","","","","","",,"",,,"2020年第２四半期","",""
590,"宅地(土地)","住宅地","01224","北海道","千歳市","長都","長都","23",4900000,"77000","","210",23000,"長方形","","","","","","","南西","市道",8.0,"第１種低層住居専用地域",40,60,"2010年第４四半期","",""
591,"農地","","01224","北海道","千歳市","駒里","","",1500000,"","","1500",,"","","","","","","","","",,"",,,"2020年第１四半期","",""
592,"宅地(土地)","住宅地","01224","北海道","千歳市","長都","長都","23",4900000,"73000","","220",22000,"ほぼ長方形","","","","","","","南西","市道",8.0,"第１種低層住居専用地域",40,60,"2010年第４四半期","",""
593,"農地","","01224","北海道","千歳市","駒里","","",430000,"","","940",,"","","","","","","その他","","",,"",,,"2020年第１四半期","",""
594,"宅地(土地)","住宅地","01224","北海道","千歳市","長都","長都","17",16000000,"93000","","570",28000,"不整形","50.0m以上","","","","","","北西","市道",18.0,"第２種低層住居専用地域",50,80,"2010年第２四半期","",""
595,"農地","","01224","北海道","千歳市","駒里","","",1000,"","","165",,"","","","","","","","","",,"",,,"2019年第４四半期","",""
596,"宅地(土地)","住宅地","01224","北海道","千歳市","長都","長都","27",4600000,"68000","","220",21000,"ほぼ長方形","11.8","","","","","","北東","市道",8.0,"第１種低層住居専用地域",40,60,"2010年第２四半期","",""
597,"農地","","01224","北海道","千歳市","駒里","","",2200000,"","","1400",,"","","","","","","","","",,"",,,"2019年第４四半期","",""
598,"農地","","01224","北海道","千歳市","駒里","","",11000000,"","","3200",,"","","","","","","","","",,"",,,"2019年第２四半期","",""
599,"農地","","01224","北海道","千歳市","駒里","","",1500000,"","","1600",,"","","","","","","","","",,"",,,"2019年第２四半期","",""
600,"農地","","01224","北海道","千歳市","駒里","","",14000000,"","","3900",,"","","","","","","","","",,"",,,"2019年第１四半期","",""
601,"農地","","01224","北海道","千歳市","駒里","","",3400000,"","","230",,"","","","","","","","","",,"",,,"2018年第４四半期","","その他事情有り"
602,"林地","","01224","北海道","千歳市","駒里","","",8900000,"","","1500",,"","","","","","","","","",,"",,,"2018年第３四半期","",""
603,"農地","","01224","北海道","千歳市","駒里","","",20000,"","","400",,"","","","","","","","","",,"",,,"2018年第２四半期","",""
604,"林地","","01224","北海道","千歳市","駒里","","",4500000,"","","330",,"","","","","","","","","",,"",,,"2018年第２四半期","",""
605,"林地","","01224","北海道","千歳市","駒里","","",700000,"","","230",,"","","","","","","","","",,"",,,"2018年第１四半期","",""
606,"林地","","01224","北海道","千歳市","駒里","","",10000,"","","1200",,"","","","","","","","","",,"",,,"2017年第４四半期","",""
607,"林地","","01224","北海道","千歳市","駒里","","",10000,"","","165",,"","","","","","","","","",,"",,,"2017年第４四半期","",""
608,"林地","","01224","北海道","千歳市","駒里","","",2000000,"","","1100",,"","","","","","","","","",,"",,,"2017年第４四半期","",""
609,"農地","","01224","北海道","千歳市","駒里","","",8000000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"2017年第４四半期","",""
610,"農地","","01224","北海道","千歳市","駒里","","",2000000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"2017年第４四半期","",""
611,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","北斗","千歳(北海道)","28",3000000,"","","250",,"長方形","11.0","95","昭和53年","木造","住宅","住宅","北東","市道",8.0,"第２種中高層住居専用地域",60,200,"2014年第４四半期","",""
612,"林地","","01224","北海道","千歳市","駒里","","",800000,"","","990",,"","","","","","","","","",,"",,,"2017年第４四半期","",""
613,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","北斗","千歳(北海道)","25",8000000,"","","410",,"不整形","11.5","185","昭和52年","木造","住宅、店舗","店舗","北東","市道",11.0,"準住居地域",60,200,"2014年第４四半期","",""
614,"林地","","01224","北海道","千歳市","駒里","","",1800000,"","","1700",,"","","","","","","","","",,"",,,"2017年第４四半期","",""
615,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","北斗","千歳(北海道)","21",26000000,"","","210",,"ほぼ台形","8.5","115","平成27年","木造","住宅","住宅","南西","市道",8.0,"第２種中高層住居専用地域",60,200,"2014年第３四半期","",""
616,"林地","","01224","北海道","千歳市","駒里","","",4000000,"","","2500",,"","","","","","","","","",,"",,,"2017年第３四半期","",""
617,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","北斗","千歳(北海道)","23",22000000,"","","175",,"ほぼ長方形","11.5","105","平成27年","木造","住宅","","北東","市道",5.5,"第２種中高層住居専用地域",60,200,"2014年第３四半期","",""
618,"林地","","01224","北海道","千歳市","駒里","","",3000000,"","","1000",,"","","","","","","","","",,"",,,"2017年第３四半期","",""
619,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","北斗","","",11000000,"","","330",,"ほぼ正方形","18.5","140","昭和58年","ＲＣ","住宅","住宅","北東","市道",10.0,"第１種低層住居専用地域",40,60,"2014年第３四半期","",""
620,"農地","","01224","北海道","千歳市","駒里","","",3500000,"","","1500",,"","","","","","","","","",,"",,,"2017年第３四半期","",""
621,"林地","","01224","北海道","千歳市","駒里","","",1000000,"","","600",,"","","","","","","","","",,"",,,"2017年第３四半期","",""
622,"農地","","01224","北海道","千歳市","駒里","","",14000000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"2017年第３四半期","",""
623,"農地","","01224","北海道","千歳市","駒里","","",7000000,"","","1900",,"","","","","","","","","",,"",,,"2017年第３四半期","",""
624,"林地","","01224","北海道","千歳市","駒里","","",800000,"","","2800",,"","","","","","","","","",,"",,,"2017年第１四半期","",""
625,"林地","","01224","北海道","千歳市","駒里","","",600000,"","","2800",,"","","","","","","","","",,"",,,"2016年第４四半期","",""
626,"農地","","01224","北海道","千歳市","駒里","","",15000000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"2016年第３四半期","",""
627,"農地","","01224","北海道","千歳市","駒里","","",2900000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"2016年第３四半期","",""
628,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","長都駅前","長都","7",16000000,"","","300",,"長方形","16.2","135","平成2年","木造","住宅","","南西","市道",9.0,"第１種低層住居専用地域",40,60,"2010年第３四半期","",""
629,"農地","","01224","北海道","千歳市","駒里","","",2400000,"","","2500",,"","","","","","","","","",,"",,,"2016年第１四半期","",""
630,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","長都駅前","長都","5",22000000,"","","180",,"長方形","10.5","100","平成23年","木造","住宅","","北西","市道",14.0,"第２種中高層住居専用地域",60,200,"2010年第３四半期","",""
631,"宅地(土地)","商業地","01224","北海道","千歳市","幸町","千歳(北海道)","6",9800000,"200000","","165",59000,"長方形","9.0","","","","","その他","南東","市道",11.0,"近隣商業地域",80,300,"2020年第４四半期","",""
632,"宅地(土地と建物)","商業地","01224","北海道","千歳市","幸町","千歳(北海道)","5",44000000,"","","560",,"長方形","18.0","230","昭和48年","ブロック造","共同住宅、店舗","その他","南東","市道",11.0,"近隣商業地域",80,300,"2020年第４四半期","",""
633,"林地","","01224","北海道","千歳市","柏台","","",150000000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"2010年第１四半期","",""
634,"宅地(土地)","商業地","01224","北海道","千歳市","幸町","千歳(北海道)","9",10000000,"140000","","240",42000,"ほぼ長方形","13.5","","","","","","北西","市道",8.0,"商業地域",80,400,"2020年第１四半期","",""
635,"宅地(土地と建物)","商業地","01224","北海道","千歳市","幸町","千歳(北海道)","4",15000000,"","","280",,"ほぼ長方形","10.0","","","","","事務所","南東","市道",15.0,"近隣商業地域",80,300,"2019年第１四半期","",""
636,"宅地(土地と建物)","商業地","01224","北海道","千歳市","幸町","千歳(北海道)","8",4000000,"","","70",,"ほぼ整形","9.0","115","昭和42年","木造","住宅、店舗","その他","北東","市道",15.0,"商業地域",80,400,"2017年第４四半期","",""
637,"宅地(土地と建物)","商業地","01224","北海道","千歳市","幸町","千歳(北海道)","8",6000000,"","","120",,"ほぼ正方形","10.7","200","昭和30年","木造","事務所、店舗","住宅","南東","市道",15.0,"商業地域",80,400,"2017年第２四半期","",""
638,"宅地(土地)","商業地","01224","北海道","千歳市","幸町","千歳(北海道)","11",13000000,"170000","","250",52000,"長方形","9.2","","","","","倉庫","南東","市道",15.0,"商業地域",80,400,"2016年第２四半期","",""
639,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","栄町","千歳(北海道)","8",9000000,"","","180",,"長方形","6.4","85","昭和44年","木造","住宅","その他","北東","市道",15.0,"第２種中高層住居専用地域",60,200,"2021年第３四半期","",""
640,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","栄町","千歳(北海道)","9",28000000,"","","140",,"長方形","9.0","110","令和3年","木造","住宅","住宅","南東","市道",8.0,"第２種中高層住居専用地域",60,200,"2021年第２四半期","",""
641,"宅地(土地)","住宅地","01224","北海道","千歳市","栄町","千歳(北海道)","13",19000000,"290000","","220",88000,"ほぼ長方形","17.0","","","","","その他","北東","市道",11.0,"第２種中高層住居専用地域",60,200,"2021年第２四半期","",""
642,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","栄町","千歳(北海道)","8",2600000,"","","125",,"長方形","9.0","105","昭和47年","木造","住宅","その他","接面道路無","",,"第２種住居地域",60,200,"2018年第４四半期","",""
643,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","栄町","千歳(北海道)","9",15000000,"","","300",,"長方形","10.4","","","","","住宅","南東","市道",11.0,"第２種中高層住居専用地域",60,200,"2018年第２四半期","",""
644,"宅地(土地)","住宅地","01224","北海道","千歳市","栄町","千歳(北海道)","12",10000000,"160000","","210",48000,"長方形","12.7","","","","","住宅","南東","市道",8.0,"第２種中高層住居専用地域",60,200,"2018年第２四半期","",""
645,"宅地(土地と建物)","商業地","01224","北海道","千歳市","栄町","千歳(北海道)","2",630000000,"","","2000㎡以上",,"長方形","50.0m以上","2000㎡以上","平成15年","","駐車場","その他","南西","道道",22.0,"近隣商業地域",80,300,"2018年第１四半期","",""
646,"宅地(土地と建物)","商業地","01224","北海道","千歳市","栄町","千歳(北海道)","1",130000000,"","","690",,"長方形","18.0","510","平成17年","鉄骨造","その他","店舗","北東","道道",22.0,"近隣商業地域",80,300,"2018年第１四半期","",""
647,"宅地(土地)","住宅地","01224","北海道","千歳市","栄町","千歳(北海道)","12",10000000,"150000","","210",47000,"長方形","12.5","","","","","その他","北西","市道",8.0,"第２種中高層住居専用地域",60,200,"2017年第４四半期","",""
648,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","春日町","千歳(北海道)","17",15000000,"","","390",,"長方形","15.9","90","昭和59年","木造","住宅","","南","市道",7.0,"第２種中高層住居専用地域",60,200,"2010年第４四半期","",""
649,"宅地(土地)","住宅地","01224","北海道","千歳市","栄町","千歳(北海道)","11",7200000,"130000","","185",39000,"長方形","15.0","","","","","その他","南西","市道",11.0,"第２種中高層住居専用地域",60,200,"2016年第４四半期","",""
650,"宅地(土地)","住宅地","01224","北海道","千歳市","春日町","千歳(北海道)","17",12000000,"98000","","390",30000,"長方形","16.5","","","","","","南","市道",14.0,"第２種中高層住居専用地域",60,200,"2010年第３四半期","",""
651,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","栄町","千歳(北海道)","11",29000000,"","","220",,"ほぼ整形","10.0","100","平成28年","木造","住宅","住宅","南東","市道",11.0,"第２種中高層住居専用地域",60,200,"2016年第３四半期","",""
652,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","春日町","千歳(北海道)","19",15000000,"","","340",,"台形","12.5","100","昭和57年","木造","住宅","","北東","市道",11.0,"第２種中高層住居専用地域",60,200,"2010年第２四半期","",""
653,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","桜木","長都","23",17000000,"","","240",,"長方形","11.5","130","平成6年","木造","住宅","住宅","北東","市道",18.0,"第２種中高層住居専用地域",60,200,"2021年第２四半期","",""
