"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
2012,"宅地(土地)","住宅地","01224","北海道","千歳市","北信濃","千歳(北海道)","30分?60分",5900000,"97000","","200",29000,"長方形","11.6","","","","","","南西","市道",8.0,"第１種低層住居専用地域",40,60,"2011年第４四半期","",""
2013,"宅地(土地)","商業地","01224","北海道","千歳市","本町","千歳(北海道)","19",1700000,"85000","","70",26000,"長方形","1.8","","","","","その他","東","国道",22.0,"近隣商業地域",80,300,"2020年第４四半期","",""
2014,"宅地(土地)","住宅地","01224","北海道","千歳市","北信濃","千歳(北海道)","30分?60分",6000000,"99000","","200",30000,"長方形","11.6","","","","","","南西","市道",8.0,"第１種低層住居専用地域",40,60,"2011年第３四半期","",""
2015,"宅地(土地)","商業地","01224","北海道","千歳市","清水町","千歳(北海道)","11",7800000,"130000","","200",39000,"ほぼ長方形","10.0","","","","","","北東","市道",15.0,"商業地域",80,400,"2013年第４四半期","",""
2016,"宅地(土地)","商業地","01224","北海道","千歳市","清水町","千歳(北海道)","12",5500000,"140000","","130",43000,"長方形","13.5","","","","","","北東","市道",11.0,"商業地域",80,400,"2013年第４四半期","",""
2017,"宅地(土地)","住宅地","01224","北海道","千歳市","北信濃","千歳(北海道)","30分?60分",6400000,"40000","","540",12000,"ほぼ長方形","","","","","","","北東","市道",8.0,"第１種低層住居専用地域",40,60,"2011年第２四半期","",""
2018,"宅地(土地)","住宅地","01224","北海道","千歳市","本町","千歳(北海道)","28",6700000,"100000","","220",31000,"長方形","12.0","","","","","","北","市道",8.0,"第１種住居地域",60,200,"2020年第４四半期","",""
2019,"宅地(土地と建物)","商業地","01224","北海道","千歳市","清水町","千歳(北海道)","12",16000000,"","","160",,"ほぼ長方形","10.0","260","昭和41年","木造","店舗","","北西","市道",8.0,"商業地域",80,400,"2013年第１四半期","",""
2020,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","本町","千歳(北海道)","22",19000000,"","","180",,"ほぼ長方形","11.4","120","平成20年","木造","住宅","住宅","北東","市道",8.0,"第２種住居地域",60,200,"2020年第３四半期","",""
2021,"宅地(土地)","商業地","01224","北海道","千歳市","本町","千歳(北海道)","19",34000000,"110000","","970",35000,"長方形","26.0","","","","","事務所","東","国道",22.0,"近隣商業地域",80,300,"2020年第３四半期","",""
2022,"宅地(土地)","商業地","01224","北海道","千歳市","清水町","千歳(北海道)","12",6300000,"170000","","125",51000,"ほぼ長方形","11.0","","","","","","北西","市道",8.0,"商業地域",80,400,"2013年第１四半期","","関係者間取引"
2023,"宅地(土地)","住宅地","01224","北海道","千歳市","清水町","千歳(北海道)","9",5000000,"120000","","135",37000,"ほぼ長方形","14.0","","","","","","南東","市道",8.0,"近隣商業地域",80,300,"2013年第１四半期","",""
2024,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","本町","千歳(北海道)","23",23000000,"","","180",,"長方形","10.0","105","平成20年","木造","住宅","住宅","南西","市道",8.0,"準住居地域",60,200,"2020年第１四半期","",""
2025,"宅地(土地)","商業地","01224","北海道","千歳市","本町","千歳(北海道)","19",47000000,"310000","","490",94000,"長方形","17.0","","","","","その他","北東","市道",11.0,"近隣商業地域",80,300,"2018年第４四半期","",""
2026,"宅地(土地と建物)","商業地","01224","北海道","千歳市","本町","千歳(北海道)","18",1500000,"","","90",,"ほぼ長方形","5.2","60","昭和50年","木造","住宅、店舗","住宅","西","国道",20.0,"商業地域",80,400,"2018年第１四半期","",""
2027,"宅地(土地)","住宅地","01224","北海道","千歳市","文京","千歳(北海道)","1H30?2H",6100000,"64000","","310",19000,"長方形","15.7","","","","","","西","市道",30.0,"第１種低層住居専用地域",40,60,"2010年第３四半期","",""
2028,"宅地(土地)","住宅地","01224","北海道","千歳市","東郊","千歳(北海道)","25",8600000,"96000","","300",29000,"長方形","13.0","","","","","住宅","北東","市道",6.0,"準工業地域",60,200,"2015年第３四半期","",""
2029,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","本町","千歳(北海道)","29",23000000,"","","185",,"台形","17.6","90","平成29年","木造","住宅","","南西","市道",8.0,"第１種住居地域",60,200,"2017年第４四半期","",""
2030,"宅地(土地)","住宅地","01224","北海道","千歳市","本町","千歳(北海道)","25",60000000,"58000","","2000㎡以上",18000,"長方形","50.0m以上","","","","","住宅","西","市道",8.0,"第１種住居地域",60,200,"2017年第４四半期","",""
2031,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","東郊","千歳(北海道)","25",22000000,"","","165",,"長方形","10.8","130","平成26年","木造","住宅","住宅","北東","市道",6.0,"準工業地域",60,200,"2015年第２四半期","",""
2032,"宅地(土地)","住宅地","01224","北海道","千歳市","文京","千歳(北海道)","1H30?2H",5800000,"59000","","320",18000,"長方形","13.0","","","","","","西","市道",9.0,"第１種低層住居専用地域",40,60,"2010年第２四半期","",""
2033,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","文京","千歳(北海道)","1H30?2H",31000000,"","","260",,"ほぼ長方形","14.6","165","平成22年","木造","住宅","","北","市道",9.0,"第１種低層住居専用地域",40,60,"2010年第１四半期","",""
2034,"宅地(土地)","住宅地","01224","北海道","千歳市","本町","千歳(北海道)","25",6000000,"76000","","260",23000,"長方形","11.8","","","","","住宅","北西","市道",8.0,"第１種住居地域",60,200,"2017年第３四半期","",""
2035,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","本町","千歳(北海道)","24",28000000,"","","190",,"台形","12.1","115","平成28年","木造","住宅","住宅","南","市道",8.0,"第１種住居地域",60,200,"2016年第４四半期","",""
2036,"農地","","01224","北海道","千歳市","協和","","",1700000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"2011年第２四半期","",""
2037,"宅地(土地)","住宅地","01224","北海道","千歳市","本町","千歳(北海道)","29",2500000,"40000","","210",12000,"不整形","23.0","","","","","","東","市道",8.0,"第１種住居地域",60,200,"2016年第２四半期","",""
2038,"宅地(土地)","住宅地","01224","北海道","千歳市","本町","千歳(北海道)","29",4700000,"42000","","370",13000,"不整形","17.0","","","","","","南西","市道",8.0,"第１種住居地域",60,200,"2016年第２四半期","",""
2039,"宅地(土地)","住宅地","01224","北海道","千歳市","本町","千歳(北海道)","25",18000000,"76000","","810",23000,"長方形","22.0","","","","","住宅","東","市道",8.0,"第１種住居地域",60,200,"2016年第２四半期","",""
2040,"宅地(土地)","住宅地","01224","北海道","千歳市","本町","千歳(北海道)","30分?60分",6000000,"100000","","195",31000,"台形","22.0","","","","","住宅","南","市道",8.0,"第１種住居地域",60,200,"2016年第２四半期","",""
2041,"農地","","01224","北海道","千歳市","平和","","",29000000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"2010年第４四半期","",""
2042,"農地","","01224","北海道","千歳市","平和","","",220000000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"2010年第３四半期","",""
2043,"宅地(土地)","商業地","01224","北海道","千歳市","本町","千歳(北海道)","23",5500000,"93000","","195",28000,"ほぼ台形","6.6","","","","","住宅","北東","国道",45.0,"第１種住居地域",60,200,"2016年第１四半期","",""
2044,"宅地(土地)","住宅地","01224","北海道","千歳市","自由ケ丘","長都","28",5800000,"72000","","260",22000,"長方形","14.5","","","","","","南西","市道",8.0,"第１種低層住居専用地域",40,60,"2013年第４四半期","",""
2045,"宅地(土地)","住宅地","01224","北海道","千歳市","本町","千歳(北海道)","28",2600000,"44000","","190",13000,"台形","16.8","","","","","","南西","市道",9.0,"第１種住居地域",60,200,"2016年第１四半期","",""
2046,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","自由ケ丘","長都","30分?60分",13000000,"","","200",,"長方形","11.0","120","平成10年","木造","住宅","","北東","市道",8.0,"第１種低層住居専用地域",40,60,"2013年第３四半期","",""
2047,"宅地(土地)","住宅地","01224","北海道","千歳市","本町","千歳(北海道)","24",24000000,"89000","","890",27000,"ほぼ台形","48.0","","","","","住宅","南","市道",8.0,"第１種住居地域",60,200,"2016年第１四半期","",""
2048,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","自由ケ丘","長都","30分?60分",11000000,"","","250",,"長方形","12.5","115","昭和49年","木造","住宅","","北西","市道",8.0,"第１種低層住居専用地域",40,60,"2013年第３四半期","",""
2049,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","自由ケ丘","長都","20",10000000,"","","340",,"ほぼ長方形","18.5","85","昭和54年","木造","住宅","","北東","市道",18.0,"第１種住居地域",60,200,"2013年第１四半期","",""
2050,"宅地(土地)","住宅地","01224","北海道","千歳市","真々地","千歳(北海道)","30分?60分",65000000,"70000","","2000㎡以上",21000,"不整形","15.0","","","","","住宅","北西","市道",8.0,"第１種住居地域",60,200,"2020年第２四半期","",""
2051,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","真々地","千歳(北海道)","30分?60分",23000000,"","","165",,"長方形","8.5","110","平成30年","木造","住宅","住宅","南西","市道",13.5,"第１種中高層住居専用地域",60,200,"2019年第３四半期","",""
2052,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","真々地","千歳(北海道)","30分?60分",27000000,"","","165",,"長方形","9.5","115","平成31年","木造","住宅","住宅","北西","市道",8.0,"第１種中高層住居専用地域",60,200,"2019年第１四半期","",""
2053,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","幸福","千歳(北海道)","30分?60分",27000000,"","","300",,"ほぼ正方形","18.0","380","平成10年","ＲＣ","共同住宅","","南西","市道",8.0,"第１種住居地域",60,200,"2011年第４四半期","",""
2054,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","真々地","千歳(北海道)","30分?60分",17000000,"","","240",,"長方形","13.5","130","平成8年","木造","住宅","住宅","南東","市道",8.0,"第１種中高層住居専用地域",60,200,"2018年第４四半期","",""
2055,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","幸福","千歳(北海道)","30分?60分",11000000,"","","230",,"長方形","13.5","130","平成11年","木造","住宅","","北東","市道",8.0,"第１種住居地域",60,200,"2011年第３四半期","",""
2056,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","真々地","千歳(北海道)","29",35000000,"","","380",,"ほぼ整形","21.5","145","平成31年","木造","住宅","住宅","北東","市道",8.0,"第１種中高層住居専用地域",60,200,"2018年第４四半期","",""
2057,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","幸福","千歳(北海道)","30分?60分",16000000,"","","220",,"長方形","12.0","165","平成11年","木造","住宅","","北西","市道",20.0,"第１種住居地域",60,200,"2011年第２四半期","",""
2058,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","真々地","千歳(北海道)","30分?60分",6700000,"","","250",,"長方形","13.6","","","木造","住宅","住宅","南東","市道",4.0,"第１種中高層住居専用地域",60,200,"2017年第２四半期","",""
2059,"宅地(土地)","住宅地","01224","北海道","千歳市","幸福","千歳(北海道)","30分?60分",5900000,"90000","","220",27000,"長方形","12.7","","","","","","南西","市道",8.0,"第１種住居地域",60,200,"2011年第２四半期","",""
